#Samples,Avg. cos sim with true grad,Avg. pairwise cos sim,Norm,Estimator,K,trial
543,0.9146736860275269,0.8768733739852905,0.17525801062583923,maac,0,Generator(PCG64)
548,0.8953815698623657,0.8659753799438477,0.17432327568531036,dpg,0,Generator(PCG64)
548,0.8916309475898743,0.8494374752044678,0.1691979020833969,maac,0,Generator(PCG64)
553,0.9010384678840637,0.8608171939849854,0.16735492646694183,dpg,0,Generator(PCG64)
553,0.9029194712638855,0.8687247633934021,0.170688197016716,maac,0,Generator(PCG64)
558,0.9115972518920898,0.870574414730072,0.17165672779083252,dpg,0,Generator(PCG64)
558,0.8997913599014282,0.8467527627944946,0.16675761342048645,maac,0,Generator(PCG64)
563,0.9015325307846069,0.8601499199867249,0.1693311631679535,dpg,0,Generator(PCG64)
563,0.9016215205192566,0.8721465468406677,0.17133067548274994,maac,0,Generator(PCG64)
568,0.910395622253418,0.871979296207428,0.16275162994861603,dpg,0,Generator(PCG64)
568,0.9044178128242493,0.8655524253845215,0.17544224858283997,maac,0,Generator(PCG64)
573,0.9064076542854309,0.8728176355361938,0.17195048928260803,dpg,0,Generator(PCG64)
573,0.912887692451477,0.8873652815818787,0.17436666786670685,maac,0,Generator(PCG64)
578,0.9051990509033203,0.8671873211860657,0.16248303651809692,dpg,0,Generator(PCG64)
578,0.9077262878417969,0.8737607598304749,0.16511312127113342,maac,0,Generator(PCG64)
583,0.8933394551277161,0.8659514784812927,0.1631276160478592,dpg,0,Generator(PCG64)
583,0.9137858152389526,0.8743922114372253,0.16745513677597046,maac,0,Generator(PCG64)
588,0.9125261306762695,0.8849172592163086,0.1655273139476776,dpg,0,Generator(PCG64)
588,0.9011327624320984,0.8566498756408691,0.16163356602191925,maac,0,Generator(PCG64)
593,0.9046770334243774,0.8672162294387817,0.17869412899017334,dpg,0,Generator(PCG64)
